,track_id,title,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
33,716,Saxalainen,Fursaxa,Folk,0.9850551899,0.1246810839,0.0263421742,0.9682346122,0.1039391422,0.0444218081,145.716,0.0337189309
34,718,Song Of The Spindle Berry,Fursaxa,Folk,0.9604920231,0.3342395136,0.1038395016,0.0017117108,0.1322383258,0.0340278803,19.659,0.0393351264
35,777,Relaxing,Glove Compartment,Rock,0.1286144952,0.644333109,0.4460819136,0.2665649572,0.1749126969,0.2035079652,110.101,0.2329889961
36,814,Motion Passings,Hall Of Fame,Folk,0.9926913948,0.2908645125,0.1011084324,0.8967505241,0.1115529286,0.0296174812,100.979,0.2022765231
37,821,Sir,Hecuba,Pop,0.4004944242,0.8625099361,0.2514695821,0.9089261368,0.3239905292,0.1136176059,105.036,0.0393987667
38,822,Tom & Jerry,Hecuba,Pop,0.6743564014,0.8704490089,0.2751175212,0.8860449362,0.1043789381,0.0880396925,119.997,0.3283175456
39,825,Death March,Here Comes A Big Black Cloud!!,Rock,0.9942135098,0.0850660337,0.9326844569,0.9718580224,0.1230686834,0.0979859594,250.059,0.0379481555
40,853,Welsinsni Melodyi,Hutzl Ukranian Ensemble,International,0.9957009005,0.2129394543,0.3495002665,0.9709433459,0.2784205049,0.0365954761,90.442,0.3273490715
41,993,Or So I've Been Told,Jad Fair and Jason Willett,Rock,0.0092722141,0.7035903369,0.6890474099,0.8078660414,0.0899693605,0.0542027079,130.527,0.1346264165
42,1082,Nam Nhi-tu,M. Nguyen Van Minh-Con,International,0.9957686039,0.4592608447,0.0081617746,0.9157699025,0.0995986856,0.0408221292,139.061,0.341419311
43,1087,Tell The Police The Truth,Mahjongg,Rock,0.0709493266,0.5846425808,0.814832734,0.9237026049,0.1124871845,0.0398695264,132.949,0.9696536182
44,1102,Rare Vodka from the Fourteenth Century,Mary Halvorson and Weasel Walter,Rock,0.1954238958,0.421607336,0.7028404521,0.8775190037,0.0632641788,0.20004932,78.29,0.3579773542
45,1193,Wooly Mammoth's Absence,Mount Eerie,Folk,0.97200265,0.618341117,0.2724071525,0.9302202926,0.1134020771,0.0336704145,115.291,0.3061725314
46,1195,With My Hands Out,Mount Eerie,Folk,0.9475473118,0.2900942789,0.0480081846,0.9540022257,0.1109580309,0.0336498212,67.83,0.0640606771
47,1196,2 Blonde Braids,Mount Eerie,Folk,0.6699166375,0.4225057127,0.4376794142,0.9230371963,0.1119775072,0.0701027615,142.699,0.1338751463
48,1197,My Burning,Mount Eerie,Folk,0.9915125141,0.4971504894,0.0548609959,0.9580220986,0.1048107813,0.0334273993,60.309,0.2572970663
49,1270,Cocksuckerbastardmotherfucker,Necropolis,Rock,0.9173272918,0.3082252501,0.8697368802,0.9233923878,0.2561366735,0.0384554521,75.59,0.2622438515
50,1417,Guns of Thunder,Pierced Arrows,Rock,0.3302514701,0.3984823841,0.6587899561,0.8817097951,0.0970102556,0.0424984406,124.018,0.3082392274
51,1482,Reindeer Dance,Rainbro,Electronic,0.348607252,0.7591561302,0.1767993915,0.931498558,0.0944225127,0.2300116964,97.539,0.5135679149
52,1544,Song of The Stations,Samara Lubelski,Folk,0.9947253812,0.0556561526,0.0013082887,0.9556414648,0.0958626042,0.0647154618,198.708,0.0288540313
53,1642,Hrz,So Cow,Pop,0.2559826289,0.5874667165,0.8318449674,0.3753521676,0.1962471262,0.0537993087,97.666,0.899084661
54,1644,Outskirts,So Cow,Pop,0.0333130099,0.3851337744,0.8541683591,2.885e-07,0.0955361335,0.0392694887,135.668,0.6742661964
55,1649,Inis Meain,So Cow,Pop,0.083582515,0.3163704131,0.9593131578,0.9427657055,0.2262813754,0.0525078019,241.259,0.5703118207
56,1661,Only Fools and Horses Theme,So Cow,Pop,0.6718321398,0.1577093409,0.9887654359,0.8725297921,0.2256527477,0.120001899,155.475,0.0737012357
57,1663,So High,Softboiled Eggies,Pop,0.5728566874,0.3303012013,0.698041335,0.970438749,0.0926727049,0.0442755887,160.064,0.2325704179
58,1666,She Fell Through the Trees,Softboiled Eggies,Pop,0.7376420949,0.4414897598,0.5476449497,0.8838743234,0.0918357026,0.0339643962,142.273,0.4479410207
59,1680,Bashraf Salama,The Sounds of Taraab,International,0.9874454052,0.4505183227,0.2507261544,0.9378934831,0.3433162077,0.0549083016,110.792,0.6716768821
60,1681,Daka Kozi Manowe,The Sounds of Taraab,International,0.9287891587,0.488449635,0.2928064883,0.0082155118,0.1013906606,0.0330751051,114.03,0.6453411754
61,1682,Nie Zama Nie Sema,The Sounds of Taraab,International,0.9915719257,0.622491399,0.333366605,0.3500093053,0.0753415329,0.0380810286,99.97,0.7451484158
62,1683,Mapenzi Matamu,The Sounds of Taraab,International,0.9698391002,0.3994860146,0.1882254583,0.0007516957,0.1009903215,0.0361041258,100.698,0.6568497756
63,1684,Mahaba Wa Taka Nini,The Sounds of Taraab,International,0.9789810623,0.4810810355,0.3337445203,0.1873255444,0.1146205821,0.2183995465,71.576,0.8147369872
64,1685,Eni Wana Damu,The Sounds of Taraab,International,0.9875469651,0.5308485466,0.1571080794,0.1625576832,0.1062624982,0.0555731507,120.159,0.3308652347
65,1686,Rufiji,The Sounds of Taraab,International,0.8001763834,0.5141711453,0.3127069214,0.8524636294,0.0374482694,0.1021234951,70.543,0.27878494
66,1687,"Lala, Mpenzi Lala",The Sounds of Taraab,International,0.8903125794,0.4281974864,0.1527934713,0.0050953248,0.1040581297,0.0374698281,151.912,0.543866509
67,1688,Sishituki,The Sounds of Taraab,International,0.9832152096,0.4160671687,0.3509597251,0.4417260447,0.1262052659,0.0459818658,171.331,0.9442233208
68,1689,Unalo,The Sounds of Taraab,International,0.9691608115,0.4797146323,0.3241311822,0.8905312382,0.1259826271,0.0580899781,103.954,0.6522979625
69,1701,Clouds,Spires That in the Sunset Rise,Folk,0.9926865883,0.2486188741,0.2561925707,0.8238542856,0.090126849,0.0266085019,93.344,0.0365086844
70,1702,Java Pop,Spires That in the Sunset Rise,Folk,0.9688298257,0.5659659296,0.5736909858,0.9310911038,0.1312390586,0.0298470467,127.874,0.2351038656
71,1703,Equus Haar,Spires That in the Sunset Rise,Folk,0.9211518439,0.3730424979,0.2203914086,0.9263626322,0.1492777373,0.0334585971,117.597,0.0388242673
72,1704,Morning Song,Spires That in the Sunset Rise,Folk,0.991954118,0.2970348005,0.2692308585,0.7782337908,0.091985367,0.0278286862,141.871,0.1998721472
73,1706,In the Pineys,Strapping Fieldhands,Rock,0.9950898383,0.4072063405,0.9771725654,0.9654103695,0.2760053303,0.080300215,119.074,0.487058741
74,1720,Harken Sunshine,Sun Araw,Rock,0.5402475271,0.1986868226,0.4246546932,0.7161799731,0.1308577472,0.0491453575,174.342,0.0979531726
75,1883,I Do What I Do,The Yolks,Rock,0.8105361291,0.3565339014,0.9419612564,0.9623092733,0.1422250589,0.0346950931,170.025,0.9225453606
76,1891,Kids In Cars,Thee Oh Sees,Rock,0.9465863835,0.1859294916,0.5543436632,0.9725575803,0.1118643792,0.0385655715,157.133,0.2122493335
77,1893,Memories,Tommy Jay,Folk,0.3926838696,0.7285435459,0.2207963618,0.9248149695,0.0720788954,0.0499402497,109.759,0.7827644713
78,1924,Calling For You,The Twin Atlas,Folk,0.0003141209,0.1733772476,0.8573469486,0.850661837,0.1652111814,0.0503754065,189.139,0.287230849
79,1925,Happy At The Wheel,The Twin Atlas,Folk,0.7757731596,0.4763814292,0.4099578877,0.8381337604,0.1156932671,0.0297742815,184.058,0.4537371328
80,2097,My Sweet Miasma,Hall Of Fame,Folk,0.9234769997,0.3530076718,0.356326909,0.9722701161,0.1104233947,0.0453127328,120.887,0.1330865227
81,3263,A Date,Ai Aso,Folk,0.9663851814,0.4556339021,0.0032382405,0.878889123,0.1115722259,0.0576190054,103.86,0.073833897
82,3264,Tee Te Te,Ai Aso,Folk,0.8904816132,0.4669434522,0.010606141,0.8356770502,0.1115640739,0.0499909402,60.109,0.0358285913
83,3265,Lavender,Ai Aso,Folk,0.9473671137,0.4124128932,0.0056461135,0.6178911558,0.1115680163,0.0446709149,105.136,0.0348958724
84,3266,Land,Ai Aso,Folk,0.9755329694,0.5112845147,0.0076837273,0.0001396762,0.1112785552,0.0465937853,70.125,0.0380533888
85,3270,Song for Obol,Arborea,Folk,0.9951393995,0.4900795346,0.1421763642,0.8292220484,0.1111910695,0.0456854722,118.87,0.2515269246
86,3271,Beirut,Arborea,Folk,0.988143649,0.5531185106,0.0369685228,0.4908951227,0.1116284446,0.0419640455,124.476,0.3514078363
87,3272,Seadrift,Arborea,Folk,0.9933723678,0.4752829216,0.0642428245,0.7156848823,0.0945233547,0.0640034876,141.624,0.2821912323
88,3273,Redbird,Arborea,Folk,0.7455159764,0.4282098478,0.0594251351,0.843192232,0.1130259582,0.033325178,101.739,0.0974075105
89,3274,Forewarned,Arborea,Folk,0.9505290938,0.1964395452,0.0395331197,0.9186590376,0.1084324766,0.0423729199,119.83,0.036380341
90,3492,On The Wings,Citay,Rock,0.9452718195,0.337005934,0.1350242343,0.2126016266,0.1141882178,0.0328044696,153.98,0.1704210227
91,3573,Piggled,Dan Deacon,Electronic,0.4342549743,0.4607322215,0.8627467642,0.9550246018,0.5351868351,0.1337819872,179.986,0.2966375067
92,3598,Little Eyes,Ed Askew,Folk,0.9166071478,0.5094721681,0.1153566662,0.375706831,0.1130899365,0.0406868985,121.263,0.2515506307
93,3624,Days of Summer,Fallen Leaves,Rock,0.8592553288,0.3253242622,0.5858994522,0.8637454503,0.0501827353,0.0354142742,165.99,0.5425196594
94,3707,Stable the Spuds,Gary Higgins,Folk,0.8932009956,0.3618870506,0.1866964712,0.9078538066,0.1029311993,0.0290642486,76.728,0.3192930524
95,3708,Thicker Than A Smokey,Gary Higgins,Folk,0.8103741093,0.5298376744,0.1946418456,0.8875682722,0.1103281098,0.0337871539,72.315,0.1608539071
96,3761,Improv,Kinski,Rock,0.7891043816,0.2802859794,0.3467914204,0.9331963683,0.2005968591,0.0848778772,117.851,0.0357635045
97,3762,Snowy Parts of Scandinavia,Kinski,Rock,0.1940246494,0.3495789181,0.4739023944,0.9458360969,0.3670095491,0.0516428891,93.394,0.0626233833
98,3763,Shelley Winters Overdrive,Kinski,Rock,9.0935e-06,0.1442757763,0.8078862783,0.7775408417,0.1084145484,0.044975544,162.718,0.2575120183
99,3765,Waves of Second Guessing,Kinski,Rock,0.4083867117,0.051307487,0.3310534519,0.9544177341,0.2470881522,0.0553456557,242.58,0.0391091875
100,3766,Rhode Island Freakout,Kinski,Rock,0.2301191865,0.3591129185,0.5930512105,0.9417916382,0.262578313,0.0552795779,83.684,0.1774231767
101,3840,Track 08,Lightning Bolt,Rock,0.603290672,0.3649672887,0.9038442068,0.4722594365,0.7365000158,0.1075367048,157.546,0.4412457624
102,3880,Crawling,Mary Halvorson and Jessica Pavone,Folk,0.9946315646,0.3954319419,0.1661714125,0.8991725114,0.1098220304,0.050243451,83.383,0.1462226274
103,3904,Sometimes,Michael Chapman,Folk,0.9124694707,0.3934034454,0.2853514213,0.874023745,0.11138245,0.0359210144,160.832,0.8590353099
104,3905,Twisted Road,Michael Chapman,Folk,0.901332897,0.2582020843,0.2117355174,0.8813343775,0.1019387549,0.0367161603,165.729,0.1955853171
105,3906,Sometimes,Michael Chapman,Folk,0.8992162015,0.3478905123,0.2386904982,0.8372474661,0.129078768,0.0380985745,160.089,0.9239147787
106,3908,Caddo Lake,Michael Chapman,Folk,0.9278991789,0.1970514046,0.243620029,0.9254662113,0.109806763,0.0363410393,173.268,0.1927716958
107,3909,Dewbury Road / That Time of Night,Michael Chapman,Folk,0.8317403105,0.3056999081,0.2879941611,0.9149913498,0.1118385713,0.0294082698,162.132,0.3855159276
108,3910,Kodak Ghosts,Michael Chapman,Folk,0.9013526361,0.3229073004,0.2613791619,0.8746949402,0.1101003149,0.0306070361,98.685,0.2883329658
109,3911,Dust Devils,Michael Chapman,Folk,0.8924863364,0.3180925966,0.2991328609,0.8865969389,0.1409633827,0.0303829253,94.375,0.7781636544
110,3912,Fahey's Flag,Michael Chapman,Folk,0.8789405481,0.3533910191,0.3413498769,0.9475925062,0.1081536971,0.0309005743,99.898,0.3688166261
111,3913,Memhpis in Winter,Michael Chapman,Folk,0.8703061018,0.2054633768,0.2618200766,0.8933933053,0.1353022601,0.0396282571,170.307,0.3404467051
112,3920,Fragrant Rota,Michael Holt,Folk,0.9937473866,0.6193260539,0.2003210419,0.9580116787,0.1155699624,0.0446459165,107.063,0.203433506
113,3921,Hiawatha's Lullaby,Michael Holt,Folk,0.99258386,0.5402921256,0.0896189627,0.2177821867,0.0970001274,0.1075150757,94.342,0.7009950225
114,4013,Ravens,Nalle,Folk,0.9297281674,0.2571043178,0.0061646477,0.712865777,0.1022654124,0.0421120813,72.979,0.0363482543
115,4017,New Roots,Nalle,Folk,0.9873854309,0.268289291,0.0081024377,0.0007974063,0.3377434051,0.0420588983,108.399,0.1364671005
116,4066,Soleade,Peter Walker,Folk,0.9840158632,0.3480274864,0.1052312465,0.9353805414,0.1125330695,0.0417211242,77.511,0.4900084429
117,4067,Por Rosa,Peter Walker,Folk,0.9861277927,0.3068828061,0.0660307321,0.9165349278,0.1117106124,0.053866545,84.081,0.6983707776
118,4068,Alegrias Variation,Peter Walker,Folk,0.9785409139,0.323831297,0.070884638,0.9225107028,0.1115168351,0.0460962087,79.518,0.701227868
119,4069,Tune on Karen Dalton's Guitar,Peter Walker,Folk,0.9390264269,0.36766421,0.1402694767,0.931815334,0.1031307984,0.04391176,174.935,0.1671569638
120,4108,New Wave Hippies,Psychedelic Horseshit,Rock,0.9680470427,0.2195702453,0.4574520564,0.2472478512,0.2476654347,0.0791778767,164.333,0.2299973439
121,4450,Adventures of Castle One,Twi the Humble Feather,Folk,0.9764447935,0.5108898615,0.1469079863,0.9307494529,0.108708328,0.0782746,70.877,0.1679162578
122,4519,Golden,High Places,Electronic,0.5146310626,0.3903600494,0.509240895,0.9534925323,0.3717028749,0.0690599152,93.704,0.3202630075
123,4520,From Stardust to Sentience,High Places,Electronic,0.5837493532,0.4733391002,0.4413672903,0.7481173173,0.1759724994,0.0328699661,98.684,0.4234975392
124,4521,Namer,High Places,Electronic,0.5546066439,0.7183421033,0.4731691957,0.9182439469,0.2186664915,0.0437372743,129.3,0.7400531066
125,4522,Oceanus,High Places,Electronic,0.9243880861,0.3934985041,0.6043295499,0.9068075024,0.3603763804,0.0884604261,100.811,0.3897552609
126,4682,Asylum (Permanent Underclass),Dälek,Hip-Hop,0.2799768813,0.4156203612,0.7701436785,0.8970278394,0.3617182934,0.1104803627,173.992,0.2134203447
127,4684,Eyes to Form Shadows,Dälek,Hip-Hop,0.2209234723,0.3454192492,0.9195109633,0.9097449927,0.3888200683,0.158557262,165.989,0.0631874473
128,4685,Ever Somber,Dälek,Hip-Hop,0.2124572251,0.3831137993,0.6052403353,0.9049934736,0.2199077279,0.0536860377,164.045,0.0502576825
129,4688,Culture for Dollars,Dälek,Hip-Hop,0.2815423401,0.4937486272,0.595018309,0.9328696602,0.0922660241,0.0631818089,162.02,0.5197823269
130,4777,Firecracker,Half Japanese,Rock,0.8913950993,0.3262638897,0.3876330759,0.7482437121,0.6862384689,0.0401804311,133.04,0.4739525126
131,4778,Too Much Fun,Half Japanese,Rock,0.9595281866,0.3586120465,0.3900280128,0.9443990512,0.1300705208,0.0383916278,128.163,0.5452714978
132,4779,Secret Admirer,Half Japanese,Rock,0.8974272507,0.4973017783,0.5037427343,0.6452710304,0.1889959239,0.0413309501,111.962,0.6181105405
133,4780,Too Much Adrenaline,Half Japanese,Rock,0.7943125362,0.459219418,0.6640574323,0.9201783632,0.6209874458,0.0441804625,87.796,0.6302882931
134,4781,No Big Deal,Half Japanese,Rock,0.9740430899,0.5539476861,0.5721138024,0.8935432144,0.1288180173,0.0321770874,137.635,0.7276481606
135,4782,Thing With a Hook,Half Japanese,Rock,0.6362804191,0.628878776,0.6210083673,0.5776471249,0.8827288296,0.0419888065,126.037,0.8524570414
136,4784,Rosemary's Baby,Half Japanese,Rock,0.8984841446,0.4541545645,0.7902584279,0.8562603406,0.3181121522,0.0337097098,144.507,0.7812473837
137,4785,I Know How It Feels...Bad,Half Japanese,Rock,0.9459151171,0.3739597168,0.582579511,0.6470228661,0.4738699957,0.0459424847,114.474,0.6754777285
138,4786,"1,000,000 Kisses",Half Japanese,Rock,0.7835748352,0.4607619108,0.6893586262,0.7911182053,0.1385065266,0.0281944467,83.774,0.822126578
139,4787,Nicole Told Me,Half Japanese,Rock,0.9080808937,0.2520310043,0.7047715291,0.8240939331,0.6397844148,0.0488577182,167.849,0.5906986231
140,4788,Fire To Burn,Half Japanese,Rock,0.9062571016,0.5315946475,0.5983611581,0.728995728,0.7413581947,0.0318821638,125.533,0.5969143572
141,4799,I've Got a Love,Harvey Milk,Rock,0.6300827288,0.369359144,0.1840616124,0.956120811,0.5773044212,0.0334750702,140.166,0.1889492177
142,4835,Steak,Peelander-Z,Rock,0.8419993723,0.254873785,0.9512006849,0.7678896974,0.187045906,0.1512483802,119.812,0.0916571379
143,4836,Panda Punk Tongue,Peelander-Z,Rock,0.7498163605,0.26962204,0.9776780392,0.3719879359,0.2011815038,0.05581283,117.077,0.4461224203
144,4838,Punk Rock,Peelander-Z,Rock,0.9042259677,0.2835055368,0.968146045,0.8806481927,0.1250464572,0.100346408,120.685,0.1341789386
145,5156,Circles,Peter Biedermann,Folk,0.9154083931,0.4994812752,0.0681443441,0.8800028096,0.1109257617,0.0442511533,46.002,0.2700349502
146,5157,Copenhagen,Peter Biedermann,Folk,0.8226780972,0.508352281,0.0616224507,0.8736364329,0.1316383578,0.049300726,129.484,0.2928032088
147,5158,Running,Peter Biedermann,Folk,0.8472949303,0.3902433998,0.0630620808,0.8831694394,0.111311193,0.037004032,80.691,0.361073517
148,5159,Christiania,Peter Biedermann,Folk,0.9366041189,0.4171661421,0.0768375853,0.9076828433,0.1046773783,0.0367338693,97.655,0.3075334601
149,5169,The Uncommon Man,Peter Biedermann,Folk,0.946927472,0.3933448588,0.084939654,0.9232468292,0.1223383815,0.0365498014,94.584,0.1634196829
150,5170,Labyrinth,Peter Biedermann,Folk,0.9387836374,0.3904861667,0.0504416263,0.9389211584,0.1191752573,0.0358404666,95.749,0.0588164438
151,5171,Cover Up,Peter Biedermann,Folk,0.8733157382,0.4776171862,0.1710846317,0.86624367,0.1032152752,0.0508652483,105.656,0.2641673119
152,5191,Say What You Feel,caUSE co-MOTION,Pop,0.7946017048,0.4532548798,0.4758557485,0.9634826057,0.1470674335,0.0302678013,87.483,0.7082671135
153,5264,Classical Homicide,Dälek,Hip-Hop,0.4852057425,0.2178260095,0.8914350161,0.6488145752,0.1963166989,0.2807914336,110.293,0.0858182705
154,5268,3 Rocks Blessed,Dälek,Hip-Hop,0.4158928768,0.8562969194,0.4204394402,0.7895850791,0.074111346,0.4154415372,150.048,0.4000318397
155,5376,The Clouds,Mary Halvorson and Jessica Pavone,Folk,0.9919122456,0.3511195087,0.0892983341,0.9360298515,0.1224003384,0.0506373624,82.663,0.3479295973
156,5381,Hartford,Mary Halvorson and Jessica Pavone,Folk,0.9495693325,0.4912172413,0.1167829958,0.9489554082,0.1115197847,0.0756027673,132.646,0.3501963579
157,6330,Nie Zama Nie Sema,The Sounds of Taraab,International,0.9938933036,0.5942505461,0.5404739624,0.9197030788,0.3078247871,0.0475553859,100.781,0.8857535048
158,6331,track 1,Kavala Brass Band,International,0.9948513995,0.3889528446,0.3722549681,0.9580372004,0.541370013,0.2041046376,200.033,0.9600765716
159,6332,Taso's Hasapiko,Raya Brass Band,International,0.9869959201,0.3733408447,0.7230153356,0.901695045,0.9509460036,0.0383224746,99.273,0.5443855777
160,6342,Doulab Nahawand Murassaa,Zikrayat,International,0.9840642961,0.5643297129,0.4748190135,0.8494795374,0.6987832005,0.0394145439,107.662,0.520078634
161,6354,Daka Koz,The Sounds of Taraab,International,0.9805898525,0.439750245,0.4724599541,0.8523111587,0.9030811665,0.0587786712,120.604,0.6375446183
162,6357,Zaharoula,Raya Brass Band,International,0.9936295726,0.487650683,0.9534747766,0.9427763955,0.7674841757,0.0310663199,122.158,0.6476195813
163,6358,track 2,Kavala Brass Band,International,0.9950494692,0.3805175656,0.575507933,0.944274714,0.7299484387,0.0763580264,204.264,0.9646997046
164,6360,Sabah Sabah Seyredelim Yaliyi,Orkestra Keyif,International,0.9743251749,0.4617275928,0.3565101362,0.9026426143,0.2544025429,0.0681964678,125.514,0.5616841046
165,6363,track 02,Scott Wilson & Efendi,International,0.8630878352,0.5217884493,0.4826093496,0.3818655652,0.8675765121,0.046201308,116.952,0.92987684
166,6366,Taheya,Zikrayat,International,0.9773855229,0.5277763801,0.442235605,0.6832404366,0.6435779408,0.0418581821,114.878,0.7594605252
167,6367,"Manowe, Mahaba Wa Takanini, Mapenz",The Sounds of Taraab,International,0.9891662565,0.4798044995,0.4134111493,0.8984824407,0.2773878909,0.4593422239,99.592,0.5930369499
168,6368,track 3,Kavala Brass Band,International,0.9942388678,0.5191864976,0.5409890694,0.9374701768,0.7554723079,0.0436318923,120.962,0.981595047
169,6370,Leventikos,Raya Brass Band,International,0.9944438978,0.451248509,0.7470948342,0.9293315116,0.5771655288,0.0402131856,77.568,0.7634227164
170,6372,track 03,Scott Wilson & Efendi,International,0.9497550213,0.5340176866,0.4222513858,0.9027548851,0.400178362,0.0620841984,128.943,0.8127154197
171,6373,Semseyemin Ucu Kare with Oud Solo by Haig Manoukian,Orkestra Keyif,International,0.9760004846,0.4559347283,0.2495012499,0.7552115712,0.7429233367,0.0512716886,154.973,0.4829911512
172,6376,track 4,Kavala Brass Band,International,0.9891424052,0.6635231053,0.7166558663,0.9306875287,0.6204314443,0.2040594901,122.433,0.9746937798
173,6379,Matamu Choz,The Sounds of Taraab,International,0.9919347458,0.3560591433,0.3651422266,0.7970852064,0.5375961492,0.0616993114,194.7,0.7732846289
174,6380,track 04,Scott Wilson & Efendi,International,0.6743527756,0.4260996487,0.7425791403,0.9403969667,0.8410042733,0.055212723,89.588,0.9680821881
175,6381,Kateva Lenko,Raya Brass Band,International,0.9944728511,0.2834983186,0.6720264762,0.9564483343,0.8243825709,0.0503948654,55.695,0.635565533
176,6383,Telegrafin Tellerine,Orkestra Keyif,International,0.9893781789,0.5798767977,0.4825918564,0.9316092107,0.6357311626,0.0371266236,87.81,0.8604503653
177,6385,track 05,Scott Wilson & Efendi,International,0.7583583075,0.5053471693,0.5439832,0.7826870027,0.8508758915,0.0435925038,127.063,0.9451489753
178,6387,Karsilamas Hrysodaktili,Raya Brass Band,International,0.992306161,0.3130498882,0.7768833897,0.933500393,0.8227845843,0.0910977896,169.564,0.5694691806
