Folder,Genre,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_name,track_title,Track ID
000,Pop,0.40049442420000003,0.8625099361,0.25146958210000003,0.9089261368000001,0.32399052920000004,0.1136176059,105.036,0.0393987667,Hecuba,Sir,821
000,Pop,0.6743564014,0.8704490089,0.2751175212,0.8860449362,0.1043789381,0.0880396925,119.997,0.3283175456,Hecuba,Tom & Jerry,822
000,Rock,0.9942135098,0.08506603369999999,0.9326844569,0.9718580224,0.1230686834,0.09798595939999999,250.059,0.0379481555,Here Comes A Big Black Cloud!!,Death March,825
000,International,0.9957009004999999,0.2129394543,0.3495002665,0.9709433459000001,0.2784205049,0.036595476099999996,90.442,0.3273490715,Hutzl Ukranian Ensemble,Welsinsni Melodyi,853
000,Folk,,,,,,,,,Ilyas Ahmed,Softly Tomorrow,890
000,Folk,,,,,,,,,Ilyas Ahmed,Phantom Sky,892
000,Experimental,,,,,,,,,Infinite Body,02,897
000,Rock,0.0092722141,0.7035903369,0.6890474098999999,0.8078660414,0.08996936050000001,0.0542027079,130.527,0.1346264165,Jad Fair and Jason Willett,Or So I've Been Told,993
000,Experimental,,,,,,,,,Kevin Shields,No Good Deed Goes Unpunished,995
000,Experimental,,,,,,,,,Kevin Shields,Nothing's Ever Ending,997
000,Experimental,,,,,,,,,Kevin Shields,Apparently,998
001,Rock,,,,,,,,,Lightning Bolt,13 Monsters,1039
001,Rock,,,,,,,,,Lightning Bolt,Dracula Mountain,1040
001,Experimental,,,,,,,,,Lucky Dragons,Helicopter de Cristal,1066
001,Experimental,,,,,,,,,Lucky Dragons,Un Lagrima en la Discoteca,1069
001,Experimental,,,,,,,,,Lucky Dragons,Onda Tocadisco,1073
001,Experimental,,,,,,,,,Lucky Dragons,Painful Corazon,1075
001,International,0.9957686039,0.4592608447,0.0081617746,0.9157699025,0.0995986856,0.0408221292,139.061,0.341419311,M. Nguyen Van Minh-Con,Nam Nhi-tu,1082
001,Experimental,,,,,,,,,Magic Lantern,Feasting on Energy,1083
001,Rock,0.0709493266,0.5846425808,0.8148327340000001,0.9237026049,0.11248718449999999,0.0398695264,132.949,0.9696536182,Mahjongg,Tell The Police The Truth,1087
001,Rock,0.19542389579999997,0.421607336,0.7028404520999999,0.8775190037,0.0632641788,0.20004932,78.29,0.35797735420000004,Mary Halvorson and Weasel Walter,Rare Vodka from the Fourteenth Century,1102
001,Folk,0.97200265,0.618341117,0.2724071525,0.9302202926,0.11340207710000001,0.0336704145,115.291,0.3061725314,Mount Eerie,Wooly Mammoth's Absence,1193
001,Folk,0.9475473118000001,0.2900942789,0.048008184599999996,0.9540022256999999,0.1109580309,0.0336498212,67.83,0.0640606771,Mount Eerie,With My Hands Out,1195
001,Folk,0.6699166375,0.42250571270000004,0.4376794142,0.9230371962999999,0.1119775072,0.0701027615,142.699,0.1338751463,Mount Eerie,2 Blonde Braids,1196
001,Folk,0.9915125141,0.49715048939999995,0.0548609959,0.9580220986,0.1048107813,0.0334273993,60.309,0.2572970663,Mount Eerie,My Burning,1197
001,Experimental,,,,,,,,,Nautical Almanac,"""Cleanse Bath"" 10"" Metal Laquer",1249
001,Experimental,,,,,,,,,Nautical Almanac,Rolling In The Green,1259
001,Rock,0.9173272918,0.3082252501,0.8697368802,0.9233923878,0.2561366735,0.0384554521,75.59,0.26224385149999996,Necropolis,Cocksuckerbastardmotherfucker,1270
001,Experimental,,,,,,,,,Negativland,Richard Nixon Died Today,1276
001,Experimental,,,,,,,,,Negativland,No Business,1277
001,Experimental,,,,,,,,,Negativland,Downloading,1278
001,Rock,0.3302514701,0.3984823841,0.6587899561,0.8817097951,0.09701025560000001,0.04249844059999999,124.018,0.3082392274,Pierced Arrows,Guns of Thunder,1417
001,Rock,,,,,,,,,Plastic Crimewave Sound,I Feel Evils,1427
001,Experimental,,,,,,,,,Pocahaunted,Time Fist,1443
001,Electronic,0.34860725200000003,0.7591561302,0.17679939149999999,0.9314985579999999,0.09442251269999999,0.2300116964,97.539,0.5135679149,Rainbro,Reindeer Dance,1482
001,Experimental,,,,,,,,,Ric Royer &amp; G. Lucas Crane,Zombie,1510
001,Folk,0.9947253812000001,0.055656152599999995,0.0013082887,0.9556414648,0.09586260419999999,0.0647154618,198.708,0.0288540313,Samara Lubelski,Song of The Stations,1544
001,Pop,0.2559826289,0.5874667164999999,0.8318449673999999,0.37535216759999995,0.1962471262,0.0537993087,97.666,0.899084661,So Cow,Hrz,1642
001,Pop,0.0333130099,0.38513377439999996,0.8541683591,2.885e-07,0.0955361335,0.0392694887,135.668,0.6742661964,So Cow,Outskirts,1644
001,Pop,0.083582515,0.31637041309999997,0.9593131578,0.9427657054999999,0.22628137539999998,0.052507801900000005,241.259,0.5703118207,So Cow,Inis Meain,1649
001,Pop,0.6718321398,0.1577093409,0.9887654359,0.8725297920999999,0.2256527477,0.12000189900000001,155.475,0.0737012357,So Cow,Only Fools and Horses Theme,1661
001,Pop,0.5728566874000001,0.3303012013,0.698041335,0.970438749,0.0926727049,0.0442755887,160.064,0.2325704179,Softboiled Eggies,So High,1663
001,Pop,0.7376420949,0.4414897598,0.5476449497,0.8838743234,0.0918357026,0.033964396200000004,142.273,0.4479410207,Softboiled Eggies,She Fell Through the Trees,1666
001,Experimental,,,,,,,,,Solemn Man,Track 07,1673
001,International,0.9874454051999999,0.45051832270000003,0.2507261544,0.9378934831,0.34331620770000004,0.0549083016,110.792,0.6716768821,The Sounds of Taraab,Bashraf Salama,1680
001,International,0.9287891587,0.488449635,0.2928064883,0.0082155118,0.1013906606,0.033075105099999995,114.03,0.6453411754,The Sounds of Taraab,Daka Kozi Manowe,1681
001,International,0.9915719257,0.622491399,0.333366605,0.3500093053,0.0753415329,0.0380810286,99.97,0.7451484158,The Sounds of Taraab,Nie Zama Nie Sema,1682
001,International,0.9698391002,0.3994860146,0.18822545829999998,0.0007516957000000001,0.10099032150000001,0.0361041258,100.698,0.6568497756,The Sounds of Taraab,Mapenzi Matamu,1683
001,International,0.9789810623,0.4810810355,0.3337445203,0.18732554440000002,0.1146205821,0.21839954649999999,71.576,0.8147369872,The Sounds of Taraab,Mahaba Wa Taka Nini,1684
001,International,0.9875469651000001,0.5308485465999999,0.1571080794,0.1625576832,0.1062624982,0.055573150700000004,120.159,0.3308652347,The Sounds of Taraab,Eni Wana Damu,1685
001,International,0.8001763834000001,0.5141711453,0.3127069214,0.8524636294,0.0374482694,0.1021234951,70.543,0.27878494,The Sounds of Taraab,Rufiji,1686
001,International,0.8903125794,0.4281974864,0.1527934713,0.0050953247999999994,0.1040581297,0.0374698281,151.912,0.543866509,The Sounds of Taraab,"Lala, Mpenzi Lala",1687
001,International,0.9832152096,0.4160671687,0.35095972509999995,0.4417260447,0.1262052659,0.0459818658,171.331,0.9442233207999999,The Sounds of Taraab,Sishituki,1688
001,International,0.9691608115000001,0.47971463229999994,0.3241311822,0.8905312381999999,0.12598262710000002,0.058089978099999995,103.954,0.6522979625,The Sounds of Taraab,Unalo,1689
001,Folk,0.9926865883,0.2486188741,0.2561925707,0.8238542856000001,0.09012684900000001,0.026608501899999998,93.344,0.0365086844,Spires That in the Sunset Rise,Clouds,1701
001,Folk,0.9688298257,0.5659659296,0.5736909858,0.9310911037999999,0.13123905859999999,0.029847046699999998,127.874,0.2351038656,Spires That in the Sunset Rise,Java Pop,1702
001,Folk,0.9211518439,0.3730424979,0.2203914086,0.9263626322,0.1492777373,0.0334585971,117.597,0.0388242673,Spires That in the Sunset Rise,Equus Haar,1703
001,Folk,0.991954118,0.29703480050000003,0.2692308585,0.7782337908,0.091985367,0.0278286862,141.871,0.1998721472,Spires That in the Sunset Rise,Morning Song,1704
001,Rock,0.9950898383,0.4072063405,0.9771725654000001,0.9654103695,0.2760053303,0.080300215,119.074,0.487058741,Strapping Fieldhands,In the Pineys,1706
001,Rock,0.5402475271,0.1986868226,0.4246546932,0.7161799731,0.1308577472,0.0491453575,174.342,0.0979531726,Sun Araw,Harken Sunshine,1720
001,Experimental,,,,,,,,,Teeth Mountain,Black Jerusalem,1732
001,Experimental,,,,,,,,,Teeth Mountain,Keinsein,1733
001,Experimental,,,,,,,,,Teeth Mountain,Ghost Science,1735
001,Experimental,,,,,,,,,Teeth Mountain,Soft Beast,1736
001,Rock,0.8105361291,0.3565339014,0.9419612564000001,0.9623092732999999,0.1422250589,0.0346950931,170.025,0.9225453606,The Yolks,I Do What I Do,1883
001,Rock,0.9465863834999999,0.1859294916,0.5543436632,0.9725575803000001,0.1118643792,0.0385655715,157.133,0.21224933350000003,Thee Oh Sees,Kids In Cars,1891
001,Folk,0.3926838696,0.7285435459,0.2207963618,0.9248149695000001,0.0720788954,0.049940249699999995,109.759,0.7827644712999999,Tommy Jay,Memories,1893
001,Folk,0.0003141209,0.1733772476,0.8573469486,0.850661837,0.16521118140000002,0.050375406500000004,189.139,0.287230849,The Twin Atlas,Calling For You,1924
001,Folk,0.7757731595999999,0.47638142920000004,0.4099578877,0.8381337604000001,0.11569326710000001,0.0297742815,184.058,0.4537371328,The Twin Atlas,Happy At The Wheel,1925
001,Experimental,,,,,,,,,U.S. Girls,Buzz Chant,1929
001,Rock,,,,,,,,,Upsilon Acrux,So Thereby...and furthermore...thus henceforth...Mono,1930
002,Experimental,,,,,,,,,White Mice,The White Mice,2012
002,Experimental,,,,,,,,,Grouper,title unknown,2096
002,Folk,0.9234769997,0.3530076718,0.35632690899999997,0.9722701161,0.11042339470000001,0.045312732800000005,120.887,0.1330865227,Hall Of Fame,My Sweet Miasma,2097
002,Pop,,,,,,,,,luc,....like bacon sundays,2099
003,Folk,0.9663851814,0.4556339021,0.0032382405,0.878889123,0.1115722259,0.0576190054,103.86,0.073833897,Ai Aso,A Date,3263
003,Folk,0.8904816132,0.4669434522,0.010606141000000001,0.8356770501999999,0.1115640739,0.04999094019999999,60.109,0.0358285913,Ai Aso,Tee Te Te,3264
003,Folk,0.9473671137,0.4124128932,0.0056461135,0.6178911558,0.1115680163,0.044670914900000004,105.136,0.0348958724,Ai Aso,Lavender,3265
003,Folk,0.9755329694,0.5112845147,0.0076837273,0.0001396762,0.11127855519999999,0.0465937853,70.125,0.0380533888,Ai Aso,Land,3266
003,Folk,0.9951393995000001,0.49007953460000003,0.1421763642,0.8292220484,0.11119106949999999,0.0456854722,118.87,0.25152692460000003,Arborea,Song for Obol,3270
003,Folk,0.9881436490000001,0.5531185106000001,0.0369685228,0.4908951227,0.11162844460000002,0.0419640455,124.476,0.35140783630000005,Arborea,Beirut,3271
003,Folk,0.9933723678,0.47528292159999996,0.0642428245,0.7156848823,0.0945233547,0.06400348759999999,141.624,0.2821912323,Arborea,Seadrift,3272
003,Folk,0.7455159764,0.4282098478,0.0594251351,0.843192232,0.1130259582,0.033325178,101.739,0.0974075105,Arborea,Redbird,3273
003,Folk,0.9505290938,0.19643954519999998,0.0395331197,0.9186590376,0.10843247660000001,0.0423729199,119.83,0.036380341000000004,Arborea,Forewarned,3274
003,Rock,0.9452718195,0.337005934,0.1350242343,0.2126016266,0.11418821779999999,0.0328044696,153.98,0.1704210227,Citay,On The Wings,3492
003,Pop,,,,,,,,,Cryptacize,Heaven Is Human,3532
003,Pop,,,,,,,,,Cryptacize,New Spell,3533
003,Pop,,,,,,,,,Cryptacize,Cosmic Sing-a-long,3534
003,Pop,,,,,,,,,Cryptacize,No Coins,3535
003,Pop,,,,,,,,,Cryptacize,We'll Never Dream Again,3537
003,Pop,,,,,,,,,Cryptacize,Say You Will,3538
003,Electronic,0.4342549743,0.4607322215,0.8627467642000001,0.9550246018,0.5351868351,0.1337819872,179.986,0.2966375067,Dan Deacon,Piggled,3573
003,Folk,0.9166071478,0.5094721681000001,0.11535666619999999,0.375706831,0.1130899365,0.0406868985,121.263,0.2515506307,Ed Askew,Little Eyes,3598
003,Rock,0.8592553288,0.3253242622,0.5858994522,0.8637454503,0.0501827353,0.0354142742,165.99,0.5425196594,Fallen Leaves,Days of Summer,3624
003,Folk,0.8932009956,0.36188705060000004,0.18669647120000002,0.9078538065999999,0.1029311993,0.0290642486,76.728,0.3192930524,Gary Higgins,Stable the Spuds,3707
003,Folk,0.8103741093000001,0.5298376744,0.19464184559999997,0.8875682722,0.1103281098,0.0337871539,72.315,0.1608539071,Gary Higgins,Thicker Than A Smokey,3708
003,Rock,,,,,,,,,Indian Jewelry,Walking on the Water,3720
003,Rock,,,,,,,,,Indian Jewelry,Pow Wow,3721
003,Rock,,,,,,,,,Indian Jewelry,Swans,3722
003,Rock,,,,,,,,,Indian Jewelry,Temporary Famine Ship,3724
003,Rock,,,,,,,,,Indian Jewelry,West Alabama,3725
003,Rock,0.7891043816,0.2802859794,0.3467914204,0.9331963683,0.2005968591,0.08487787720000001,117.851,0.0357635045,Kinski,Improv,3761
003,Rock,0.19402464940000003,0.3495789181,0.4739023944,0.9458360968999999,0.36700954909999994,0.0516428891,93.394,0.0626233833,Kinski,Snowy Parts of Scandinavia,3762
003,Rock,9.0935e-06,0.14427577630000002,0.8078862782999999,0.7775408417,0.1084145484,0.044975544000000006,162.718,0.2575120183,Kinski,Shelley Winters Overdrive,3763
003,Rock,0.4083867117,0.051307487,0.3310534519,0.9544177341,0.2470881522,0.0553456557,242.58,0.0391091875,Kinski,Waves of Second Guessing,3765
003,Rock,0.2301191865,0.3591129185,0.5930512105,0.9417916381999999,0.262578313,0.0552795779,83.684,0.17742317670000002,Kinski,Rhode Island Freakout,3766
003,International,,,,,,,,,La Troba Kung-Fu,Cumbia Infierno,3775
003,International,,,,,,,,,La Troba Kung-Fu,La Canco de Lladre,3776
003,International,,,,,,,,,La Troba Kung-Fu,Volant,3777
003,International,,,,,,,,,La Troba Kung-Fu,Calor Calor,3778
003,International,,,,,,,,,La Troba Kung-Fu,Rock Rumba,3779
003,Folk,,,,,,,,,Lior,Bedoin Song,3832
003,Rock,,,,,,,,,Lightning Bolt,Track 01,3833
003,Rock,0.6032906720000001,0.36496728869999995,0.9038442068000001,0.47225943649999996,0.7365000158,0.10753670480000001,157.546,0.4412457624,Lightning Bolt,Track 08,3840
003,Folk,0.9946315645999999,0.3954319419,0.1661714125,0.8991725114,0.10982203039999999,0.050243450999999995,83.383,0.1462226274,Mary Halvorson and Jessica Pavone,Crawling,3880
003,International,,,,,,,,,MetroFolk,Invitita and de Cingheri from Transylvania,3895
003,International,,,,,,,,,MetroFolk,Gypsy Csardas and Men's Dances from Kalotaszeg,3896
003,Folk,0.9124694707,0.3934034454,0.28535142129999996,0.874023745,0.11138245,0.0359210144,160.832,0.8590353099,Michael Chapman,Sometimes,3904
003,Folk,0.9013328970000001,0.2582020843,0.2117355174,0.8813343775,0.1019387549,0.036716160299999995,165.729,0.19558531710000002,Michael Chapman,Twisted Road,3905
003,Folk,0.8992162015,0.34789051229999995,0.2386904982,0.8372474661,0.129078768,0.0380985745,160.089,0.9239147787,Michael Chapman,Sometimes,3906
003,Folk,0.9278991789,0.1970514046,0.243620029,0.9254662113,0.109806763,0.0363410393,173.268,0.19277169579999998,Michael Chapman,Caddo Lake,3908
003,Folk,0.8317403105,0.3056999081,0.2879941611,0.9149913498000001,0.11183857130000001,0.0294082698,162.132,0.3855159276,Michael Chapman,Dewbury Road / That Time of Night,3909
003,Folk,0.9013526361,0.3229073004,0.2613791619,0.8746949401999999,0.1101003149,0.0306070361,98.685,0.2883329658,Michael Chapman,Kodak Ghosts,3910
003,Folk,0.8924863364,0.3180925966,0.2991328609,0.8865969389,0.1409633827,0.0303829253,94.375,0.7781636544,Michael Chapman,Dust Devils,3911
003,Folk,0.8789405481,0.3533910191,0.34134987689999996,0.9475925062,0.10815369710000002,0.0309005743,99.898,0.3688166261,Michael Chapman,Fahey's Flag,3912
003,Folk,0.8703061018000001,0.20546337679999999,0.2618200766,0.8933933053,0.1353022601,0.0396282571,170.307,0.34044670509999997,Michael Chapman,Memhpis in Winter,3913
003,Folk,0.9937473866,0.6193260539,0.20032104190000002,0.9580116787,0.1155699624,0.0446459165,107.063,0.20343350600000001,Michael Holt,Fragrant Rota,3920
003,Folk,0.99258386,0.5402921256000001,0.0896189627,0.21778218670000002,0.0970001274,0.1075150757,94.342,0.7009950225,Michael Holt,Hiawatha's Lullaby,3921
003,Rock,,,,,,,,,Miss Derringer,Click Click Bang Bang,3950
004,Folk,0.9297281674,0.25710431780000004,0.0061646477,0.712865777,0.1022654124,0.0421120813,72.979,0.0363482543,Nalle,Ravens,4013
004,Folk,0.9873854309000001,0.26828929100000004,0.0081024377,0.0007974063000000001,0.3377434051,0.0420588983,108.399,0.1364671005,Nalle,New Roots,4017
004,Rock,,,,,,,,,Negative Approach,Can't Tell No One,4022
004,Folk,,,,,,,,,Neil Halstead,Oh! Mighty Engine,4037
004,Folk,0.9840158631999999,0.34802748640000003,0.1052312465,0.9353805414,0.1125330695,0.0417211242,77.511,0.4900084429,Peter Walker,Soleade,4066
004,Folk,0.9861277927,0.3068828061,0.0660307321,0.9165349278,0.1117106124,0.053866545,84.081,0.6983707776000001,Peter Walker,Por Rosa,4067
004,Folk,0.9785409139,0.323831297,0.070884638,0.9225107028,0.1115168351,0.0460962087,79.518,0.7012278679999999,Peter Walker,Alegrias Variation,4068
004,Folk,0.9390264268999999,0.36766421,0.1402694767,0.931815334,0.1031307984,0.04391176,174.935,0.1671569638,Peter Walker,Tune on Karen Dalton's Guitar,4069
004,International,,,,,,,,,Pistolera,Nuevos Ojos,4070
004,International,,,,,,,,,Pistolera,Mentirosas,4071
004,International,,,,,,,,,Pistolera,Tatuaje,4072
004,International,,,,,,,,,Pistolera,Policia,4073
004,International,,,,,,,,,Pistolera,Vieja,4074
004,International,,,,,,,,,Pistolera,Un Momento,4075
004,International,,,,,,,,,Pistolera,No te Olvidare,4076
004,International,,,,,,,,,Pistolera,Algo Pa que te Olvides,4077
004,International,,,,,,,,,Pistolera,No Suspires,4078
004,International,,,,,,,,,Pistolera,Extranjero,4079
004,International,,,,,,,,,Pistolera,Cazador,4080
004,International,,,,,,,,,Polka Madre,1864,4091
004,International,,,,,,,,,Polka Madre,Nina Olga Vodka,4092
004,International,,,,,,,,,Polka Madre,Amsterdam,4093
004,International,,,,,,,,,Polka Madre,Vida Propia,4094
004,International,,,,,,,,,Polka Madre,Funeral Brahms,4095
004,International,,,,,,,,,Polka Madre,La Fin Du Monde,4096
004,International,,,,,,,,,Polka Madre,Clammy Hands,4097
004,International,,,,,,,,,Polka Madre,Russo Trap,4098
004,International,,,,,,,,,Polka Madre,Stalin's Head,4099
004,International,,,,,,,,,Polka Madre,Gitanas Mojadas,4100
004,International,,,,,,,,,Polka Madre,Karjalainen Tanssi,4101
004,International,,,,,,,,,Polka Madre,Herasinkuoleena,4102
004,International,,,,,,,,,Polka Madre,Circo Del Siglo,4103
004,Rock,0.9680470427,0.21957024530000002,0.45745205640000003,0.2472478512,0.2476654347,0.0791778767,164.333,0.2299973439,Psychedelic Horseshit,New Wave Hippies,4108
004,International,,,,,,,,,The Sounds of Taraab,Bowmazan Ya Mahaba  Bi Kidude song ,4232
004,International,,,,,,,,,The Sounds of Taraab,Interview,4233
004,International,,,,,,,,,The Sounds of Taraab,Mapenzi Matamu,4234
004,International,,,,,,,,,The Sounds of Taraab,Kanilemaza  Ikhwani Safaa,4235
004,International,,,,,,,,,The Sounds of Taraab,Enyi Wana Damu  Sharmila and Black Star Orchestra,4236
004,International,,,,,,,,,The Sounds of Taraab,Shishituki,4239
004,Folk,0.9764447934999999,0.5108898614999999,0.14690798630000002,0.9307494529000001,0.108708328,0.0782746,70.877,0.16791625780000002,Twi the Humble Feather,Adventures of Castle One,4450
004,International,,,,,,,,,Yan Yalego,Mon Amant de St. Jean,4507
004,International,,,,,,,,,Yan Yalego,Five Foot Two,4508
004,International,,,,,,,,,Yan Yalego,Haricots,4509
004,International,,,,,,,,,Yan Yalego,no title,4510
004,International,,,,,,,,,Yan Yalego,Petit 'n Mwen,4511
004,Electronic,0.5146310626,0.39036004939999996,0.509240895,0.9534925323000001,0.37170287490000004,0.0690599152,93.704,0.3202630075,High Places,Golden,4519
004,Electronic,0.5837493532,0.47333910020000003,0.4413672903,0.7481173173000001,0.1759724994,0.0328699661,98.684,0.4234975392,High Places,From Stardust to Sentience,4520
004,Electronic,0.5546066439,0.7183421033,0.4731691957,0.9182439469,0.21866649149999998,0.0437372743,129.3,0.7400531066,High Places,Namer,4521
004,Electronic,0.9243880861,0.3934985041,0.6043295499,0.9068075024,0.3603763804,0.08846042609999999,100.811,0.3897552609,High Places,Oceanus,4522
004,Hip-Hop,0.2799768813,0.41562036119999995,0.7701436785,0.8970278394,0.36171829340000006,0.1104803627,173.992,0.2134203447,Dälek,Asylum (Permanent Underclass),4682
004,Hip-Hop,0.2209234723,0.3454192492,0.9195109632999999,0.9097449927,0.3888200683,0.158557262,165.989,0.0631874473,Dälek,Eyes to Form Shadows,4684
